,Unnamed: 0,Titr,URL,title,Date,text_file
50,51,Air Canada and Cirque du Solei,https://www.newswire.ca/news-releases/air-canada-and-cirque-du-soleil-announce-international-partnership-852491180.html,,,
51,52,Air Canada Provides Update on ,https://www.newswire.ca/news-releases/air-canada-provides-update-on-boeing-737-max-operations-890716406.html,,,
52,53,Air Canada Celebrates the Arri,https://www.newswire.ca/news-releases/air-canada-celebrates-the-arrival-of-its-first-airbus-a220-continuing-its-fleet-modernization-program-832002488.html,,,
53,54,Media Advisory - Air Canada De,https://www.newswire.ca/news-releases/media-advisory-air-canada-deputy-chief-executive-officer-amp-chief-financial-officer-michael-rousseau-will-participate-in-a-fireside-chat-at-the-8th-annual-institutional-investor-conference-hosted-by-altacorp-capital-807207292.html,,,
54,55,Air Canada's Calin Rovinescu t,https://www.newswire.ca/news-releases/air-canada-s-calin-rovinescu-to-be-inducted-into-2020-canadian-business-hall-of-fame-882086115.html,,,
55,56,Air Canada and Dreams Take Fli,https://www.newswire.ca/news-releases/air-canada-and-dreams-take-flight-help-make-magical-memories-for-children-through-once-in-a-lifetime-flights-895035995.html,,,
56,57,Air Canada Completes Installat,https://www.newswire.ca/news-releases/air-canada-completes-installation-of-satellite-connectivity-across-full-air-canada-rouge-fleet-833327140.html,,,
57,58,Kia Ora Auckland! Air Canada I,https://www.newswire.ca/news-releases/kia-ora-auckland-air-canada-inaugurates-seasonal-service-from-vancouver-896152234.html,,,
58,59,Air Canada Inaugurates the Onl,https://www.newswire.ca/news-releases/air-canada-inaugurates-the-only-non-stop-service-from-montreal-to-sao-paulo-805720960.html,,,
59,60,Air Canada Conjures the Magic ,https://www.newswire.ca/news-releases/air-canada-conjures-the-magic-of-home-with-new-holiday-video-846070715.html,,,
60,61,Air Canada Announces New U.S. ,https://www.newswire.ca/news-releases/air-canada-announces-new-u-s-transborder-routes-and-services-from-montreal-calgary-and-vancouver-next-summer-834721971.html,,,
61,62,Air Canada Named Best North Am,https://www.newswire.ca/news-releases/air-canada-named-best-north-american-airline-for-international-travel-by-business-traveler-usa-894532470.html,,,
62,63,Air Canada to Increase Service,https://www.newswire.ca/news-releases/air-canada-to-increase-service-to-paris-from-montreal-and-toronto-for-summer-2020-820745703.html,,,
63,64,Air Canada Named 2019 Airline ,https://www.newswire.ca/news-releases/air-canada-named-2019-airline-of-the-year-by-global-traveler-863014568.html,,,
64,65,Air Canada's Calin Rovinescu N,https://www.newswire.ca/news-releases/air-canada-s-calin-rovinescu-named-ceo-of-the-year-for-second-time-by-globe-and-mail-s-report-on-business-825321687.html,,,
65,66,Air Canada Named One of Canada,https://www.newswire.ca/news-releases/air-canada-named-one-of-canada-s-top-100-employers-for-the-seventh-consecutive-year-840648940.html,,,
66,67,Air Canada Congratulates Senio,https://www.newswire.ca/news-releases/air-canada-congratulates-senior-vice-president-arielle-meloul-wechsler-on-being-named-one-of-canada-s-top-100-most-powerful-women-843733071.html,,,
67,68,All-New Air Canada App Feature,https://www.newswire.ca/news-releases/all-new-air-canada-app-features-intuitive-design-faster-experience-and-additional-features-870981886.html,,,
68,69,Media Advisory - Air Canada's ,https://www.newswire.ca/news-releases/media-advisory-air-canada-s-senior-vice-president-finance-amos-kazzaz-to-participate-in-a-fireside-chat-at-the-scotiabank-transportation-amp-industrials-conference-844890220.html,,,
69,70,Air Canada Reports Third Quart,https://www.newswire.ca/news-releases/air-canada-reports-third-quarter-2019-results-848344321.html,,,
70,71,Air Canada Announces Canada's ,https://www.newswire.ca/news-releases/air-canada-announces-canada-s-top-10-best-new-restaurants-2019-836395228.html,,,
71,72,Air Canada Announces Ratificat,https://www.newswire.ca/news-releases/air-canada-announces-ratification-of-new-10-year-collective-agreement-by-us-employees-842262477.html,,,
72,73,Air Canada President and Chief,https://www.newswire.ca/news-releases/air-canada-president-and-chief-executive-calin-rovinescu-named-strategist-of-the-year-and-one-of-canada-s-top-ceos-of-the-year-by-globe-and-mail-s-report-on-business-840607260.html,,,
73,74,Air Canada Updates Schedule Th,https://www.newswire.ca/news-releases/air-canada-updates-schedule-through-to-february-14-2020-in-response-to-ongoing-grounding-of-boeing-737-max-aircraft-851833504.html,,,
74,75,Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory-air-canada-to-present-third-quarter-2019-results-842088650.html,,,
75,76,4ocean's First Canadian Commun,https://www.newswire.ca/news-releases/4ocean-s-first-canadian-community-shoreline-cleanup-powered-by-air-canada-collect-more-than-3-200-pieces-of-ocean-polluting-items-880888960.html,,,
76,77,Air Canada Fan Flight Returns ,https://www.newswire.ca/news-releases/air-canada-fan-flight-returns-for-2019-2020-nhl-season-831682644.html,,,
77,78,Air Canada Honours Trailblazin,https://www.newswire.ca/news-releases/air-canada-honours-trailblazing-captain-judy-cameron-with-scholarship-for-young-women-pursuing-careers-in-aviation-817334346.html,,,
78,79,Air Canada Featured in Inaugur,https://www.newswire.ca/news-releases/air-canada-featured-in-inaugural-tsx30-list-recognizing-canada-s-top-performing-stocks-894195365.html,,,
79,80,4ocean's First Canadian Commun,https://www.newswire.ca/news-releases/4ocean-s-first-canadian-community-shoreline-cleanup-powered-by-air-canada-collect-more-than-3-200-pieces-of-ocean-polluting-items-851514826.html,,,
80,81,Air Canada Named Best Family-F,https://www.newswire.ca/news-releases/air-canada-named-best-family-friendly-airline-in-north-america-and-best-family-friendly-frequent-flyer-program-at-the-wherever-awards-876188344.html,,,
81,82,Media Advisory - Air Canada's ,https://www.newswire.ca/news-releases/media-advisory-air-canada-s-deputy-chief-executive-officer-amp-chief-financial-officer-michael-rousseau-to-participate-in-a-fireside-chat-at-the-cibc-s-18th-annual-eastern-institutional-investor-conference-817926340.html,,,
82,83,Public Invited to Join in 4oce,https://www.newswire.ca/news-releases/public-invited-to-join-in-4ocean-canadian-shoreline-clean-up-powered-by-air-canada-and-say-bonvoyageplastic-884074166.html,,,
83,84,Air Canada To Begin Year-Round,https://www.newswire.ca/news-releases/air-canada-to-begin-year-round-flights-from-montreal-to-bogota-colombia-898595908.html,,,
84,85,Air Canada to Launch Dreamline,https://www.newswire.ca/news-releases/air-canada-to-launch-dreamliner-service-from-ottawa-to-london-heathrow-876775733.html,,,
85,86,Media Advisory - Air Canada De,https://www.newswire.ca/news-releases/media-advisory-air-canada-deputy-chief-executive-officer-amp-chief-financial-officer-michael-rousseau-will-participate-in-a-fireside-chat-at-the-7th-annual-laguna-conference-hosted-by-morgan-stanley-801178157.html,,,
86,87,The Air Canada Café Opens at T,https://www.newswire.ca/news-releases/the-air-canada-cafe-opens-at-toronto-pearson-providing-customers-an-eye-opening-airport-coffee-experience-849418147.html,,,
87,88,Air Canada To Launch Flights f,https://www.newswire.ca/news-releases/air-canada-to-launch-flights-from-toronto-to-belgium-s-capital-889662890.html,,,
88,89,Superior Court of Quebec Appro,https://www.newswire.ca/news-releases/superior-court-of-quebec-approves-plan-of-arrangement-for-air-canada-and-transat-a-t-inc-combination-813452417.html,,,
89,90,Air Canada To Launch Year-Roun,https://www.newswire.ca/news-releases/air-canada-to-launch-year-round-montreal-toulouse-service-826985203.html,,,
90,91,Air Canada Welcomes Transat Sh,https://www.newswire.ca/news-releases/air-canada-welcomes-transat-shareholders-approval-896621178.html,,,
91,92,Air Canada Celebrates Aeroplan,https://www.newswire.ca/news-releases/air-canada-celebrates-aeroplan-s-35th-anniversary-with-biggest-contest-ever-allowing-members-to-win-more-than-35-million-miles-896305357.html,,,
92,93,Media Advisory - Air Canada De,https://www.newswire.ca/news-releases/media-advisory-air-canada-deputy-chief-executive-officer-amp-chief-financial-officer-michael-rousseau-will-participate-in-a-fireside-chat-at-the-cowen-12th-annual-global-transportation-conference-836190440.html,,,
93,94,Air Canada Announces First Two,https://www.newswire.ca/news-releases/air-canada-announces-first-two-new-routes-to-be-operated-with-game-changing-airbus-a220-300-860435906.html,,,
94,95,Air Canada Announces New Montr,https://www.newswire.ca/news-releases/air-canada-announces-new-montreal-seattle-service-to-be-operated-with-quebec-built-airbus-a220-300-893176682.html,,,
95,96,Air Canada and Transat announc,https://www.newswire.ca/news-releases/air-canada-and-transat-announce-increased-purchase-price-to-18-per-share-for-100-of-transat-and-lock-up-and-support-agreement-with-transat-s-largest-shareholder-letko-brosseau-829828418.html,,,
96,97,Air Canada Announces Longlist ,https://www.newswire.ca/news-releases/air-canada-announces-longlist-for-canada-s-best-new-restaurants-2019-871211603.html,,,
97,98,Air Canada Named Favorite Airl,https://www.newswire.ca/news-releases/air-canada-named-favorite-airline-in-north-america-at-the-2019-the-trazees-awards-833618230.html,,,
98,99,Air Canada CEO Sells Block of ,https://www.newswire.ca/news-releases/air-canada-ceo-sells-block-of-shares-for-investment-diversification-estate-planning-and-charitable-giving-821693673.html,,,
99,100,Air Canada Makes Family Travel,https://www.newswire.ca/news-releases/air-canada-makes-family-travel-more-fun-for-children-and-easier-for-parents-823331604.html,,,
100,101,Air Canada Partners with Award,https://www.newswire.ca/news-releases/air-canada-partners-with-award-winning-canadian-chef-antonio-park-to-expand-meal-options-on-asian-and-south-american-flights-889659284.html,,,
101,102,Air Canada Reports Second Quar,https://www.newswire.ca/news-releases/air-canada-reports-second-quarter-2019-results-830808883.html,,,
102,103,/R E P E A T -- Media Advisory,https://www.newswire.ca/news-releases/-r-e-p-e-a-t-media-advisory-air-canada-to-present-second-quarter-2019-results--888461846.html,,,
103,104,Air Canada To Resume Full Indi,https://www.newswire.ca/news-releases/air-canada-to-resume-full-india-schedule-850864490.html,,,
104,105,UPDATE - Media Advisory - Air ,https://www.newswire.ca/news-releases/update-media-advisory-air-canada-to-present-second-quarter-2019-results-867004372.html,,,
105,106,Air Canada Named Among the 50 ,https://www.newswire.ca/news-releases/air-canada-named-among-the-50-most-engaged-workplaces-for-fourth-consecutive-time-878348766.html,,,
106,107,Fun in the Sun! Air Canada Int,https://www.newswire.ca/news-releases/fun-in-the-sun-air-canada-introduces-winter-service-from-quebec-city-to-cancun-mexico-and-punta-cana-dominican-republic-869743454.html,,,
107,108,Air Canada Provides Aeroplan M,https://www.newswire.ca/news-releases/air-canada-provides-aeroplan-members-greater-flexibility-to-manage-flight-reward-bookings-811865622.html,,,
108,109,Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory-air-canada-to-present-second-quarter-2019-results-835833400.html,,,
109,110,Air Canada Wins for Diversity ,https://www.newswire.ca/news-releases/air-canada-wins-for-diversity-in-leadership-at-2019-airline-strategy-awards-888726862.html,,,
110,111,Air Canada Foundation Golf Tou,https://www.newswire.ca/news-releases/air-canada-foundation-golf-tournament-nets-record-breaking-amount-for-the-health-and-well-being-of-children-and-youth-in-canada-806679425.html,,,
111,112,Air Canada Launches One-of-a-K,https://www.newswire.ca/news-releases/air-canada-launches-one-of-a-kind-pop-up-yycaesar-bar-in-calgary-this-week-822767407.html,,,
112,113,Taste The Fine Wine Of The Bor,https://www.newswire.ca/news-releases/taste-the-fine-wine-of-the-bordeaux-region-with-air-canada-s-new-seasonal-service-from-montreal-881597930.html,,,
113,114,Air Canada to Launch Daily Non,https://www.newswire.ca/news-releases/air-canada-to-launch-daily-non-stop-year-round-calgary-terrace-service-increases-capacity-on-key-regional-routes-803241414.html,,,
114,115,Air Canada Announces Increased,https://www.newswire.ca/news-releases/air-canada-announces-increased-capacity-and-enhanced-services-to-atlantic-canada-810037185.html,,,
115,116,Air Canada Relaunches its Awar,https://www.newswire.ca/news-releases/air-canada-relaunches-its-award-winning-enroute-in-flight-magazine-866153612.html,,,
116,117,Air Canada Inaugurates service,https://www.newswire.ca/news-releases/air-canada-inaugurates-service-to-sydney-nova-scotia-from-montreal-861783019.html,,,
117,118,Air Canada and Transat A.T. In,https://www.newswire.ca/news-releases/air-canada-and-transat-a-t-inc-conclude-definitive-arrangement-agreement-for-combination-of-the-two-companies-811621757.html,,,
118,119,Air Canada Congratulates Mark ,https://www.newswire.ca/news-releases/air-canada-congratulates-mark-galardo-vice-president-network-planning-on-being-named-to-canada-s-top-40-under-40-list-872197953.html,,,
119,120,Air Canada Proudly Salutes its,https://www.newswire.ca/news-releases/air-canada-proudly-salutes-its-indigenous-employees-on-national-indigenous-peoples-day-897845526.html,,,
120,121,Air Canada Enhances its Award-,https://www.newswire.ca/news-releases/air-canada-enhances-its-award-winning-in-flight-entertainment-by-partnering-with-crave-and-stingray-815065821.html,,,
121,122,Be Prepared for the Busy Summe,https://www.newswire.ca/news-releases/be-prepared-for-the-busy-summer-travel-season-air-canada-offers-tips-to-make-your-journey-smoother-888042168.html,,,
122,123,Air Canada Named Best Airline ,https://www.newswire.ca/news-releases/air-canada-named-best-airline-in-north-america-for-third-straight-year-at-2019-skytrax-world-airline-awards-899829384.html,,,
123,124,Air Canada Introduces Maple Le,https://www.newswire.ca/news-releases/air-canada-introduces-maple-leaf-lounge-express-another-convenient-way-to-work-or-relax-before-flying-to-the-u-s-from-toronto-pearson-837312708.html,,,
124,125,Air Canada is proud to support,https://www.newswire.ca/news-releases/air-canada-is-proud-to-support-franco-festivals-across-the-country-858049370.html,,,
125,126,Air Canada Provides Update on ,https://www.newswire.ca/news-releases/air-canada-provides-update-on-exclusive-agreement-with-transat-a-t-inc-to-pursue-a-combination-of-the-two-companies-827210016.html,,,
126,127,Air Canada and Drone Delivery ,https://www.newswire.ca/news-releases/air-canada-and-drone-delivery-canada-corp-announce-a-sales-agency-agreement-818908601.html,,,
127,128,Air Canada Inaugurates Daily M,https://www.newswire.ca/news-releases/air-canada-inaugurates-daily-montreal-raleigh-flights-873412090.html,,,
128,129,Air Canada Demonstrates Commit,https://www.newswire.ca/news-releases/air-canada-demonstrates-commitment-to-social-responsibility-with-release-of-its-2018-corporate-sustainability-report-801086930.html,,,
129,130,Air Canada Renews Normal Cours,https://www.newswire.ca/news-releases/air-canada-renews-normal-course-issuer-bid-and-automatic-share-purchase-plan-841921610.html,,,
130,131,Air Canada Rouge Pops Up in To,https://www.newswire.ca/news-releases/air-canada-rouge-pops-up-in-toronto-with-multi-sensory-experience-865730669.html,,,
131,132,Gamsahabnida! Air Canada Marks,https://www.newswire.ca/news-releases/gamsahabnida-air-canada-marks-25-years-of-service-to-seoul-south-korea-863484780.html,,,
132,133,Media Advisory - Air Canada De,https://www.newswire.ca/news-releases/media-advisory-air-canada-deputy-chief-executive-officer-amp-chief-financial-officer-michael-rousseau-will-participate-in-a-fireside-chat-at-the-12th-annual-global-transportation-conference-869731044.html,,,
133,134,Air Canada Wins for Best Premi,https://www.newswire.ca/news-releases/air-canada-wins-for-best-premium-economy-class-and-best-airline-for-onboard-entertainment-at-global-traveler-awards-818007676.html,,,
134,135,Air Canada enters into Exclusi,https://www.newswire.ca/news-releases/air-canada-enters-into-exclusive-agreement-with-transat-a-t-inc-to-pursue-a-combination-of-the-two-companies-889924857.html,,,
135,136,Media Advisory - Air Canada De,https://www.newswire.ca/news-releases/media-advisory-air-canada-deputy-chief-executive-officer-amp-chief-financial-officer-michael-rousseau-will-participate-in-a-fireside-chat-at-the-2019-rbc-capital-markets-canadian-automotive-industrials-amp-transportation-conference-889915479.html,,,
136,137,Media Advisory - Air Canada Se,https://www.newswire.ca/news-releases/media-advisory-air-canada-senior-vice-president-finance-amos-kazzaz-will-take-part-in-a-fireside-chat-at-the-bank-of-america-merrill-lynch-2019-transportation-and-industrials-conference-812347707.html,,,
137,138,Air Canada Receives Final Cour,https://www.newswire.ca/news-releases/air-canada-receives-final-court-approval-to-increase-permitted-foreign-ownership-levels-to-the-levels-permitted-under-canada-transportation-act-873620966.html,,,
138,139,Air Canada Announces Election ,https://www.newswire.ca/news-releases/air-canada-announces-election-of-directors-830484220.html,,,
139,140,Air Canada Reports First Quart,https://www.newswire.ca/news-releases/air-canada-reports-first-quarter-results-837193982.html,,,
140,141,Air Canada Updates Schedule Th,https://www.newswire.ca/news-releases/air-canada-updates-schedule-through-july-in-response-to-ongoing-grounding-of-boeing-737-max-aircraft-876555232.html,,,
141,142,Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory-air-canada-to-present-first-quarter-2019-results-835443815.html,,,
142,143,Air Canada Marks #Earthday2019,https://www.newswire.ca/news-releases/air-canada-marks-earthday2019-via-new-partnership-with-ocean-clean-up-organization-4ocean-878515692.html,,,
143,144,Air Canada's Award-Winning Nor,https://www.newswire.ca/news-releases/air-canada-s-award-winning-north-america-business-class-featured-in-new-multi-media-advertising-campaign-857733218.html,,,
144,145,Air Canada Tops North American,https://www.newswire.ca/news-releases/air-canada-tops-north-american-carriers-for-food-service-and-business-class-amenity-kits-in-pax-international-awards-840420315.html,,,
145,146,Air Canada's Business Class na,https://www.newswire.ca/news-releases/air-canada-s-business-class-named-top-in-north-america-by-tripadvisor-s-travellers-choice-awards-881122066.html,,,
146,147,Air Canada Updates Schedule fo,https://www.newswire.ca/news-releases/air-canada-updates-schedule-for-may-in-response-to-ongoing-grounding-of-the-boeing-737-max-aircraft-821120121.html,,,
147,148,The Air Canada Foundation Make,https://www.newswire.ca/news-releases/the-air-canada-foundation-makes-every-bit-counts-for-thousands-of-children-across-canada--820475177.html,,,
148,149,Air Canada Updates Schedule Fo,https://www.newswire.ca/news-releases/air-canada-updates-schedule-following-the-grounding-of-the-boeing-737-max-aircraft-850980656.html,,,
149,150,Air Canada Suspends 2019 Finan,https://www.newswire.ca/news-releases/air-canada-suspends-2019-financial-guidance-in-light-of-boeing-737-max-grounding-879416230.html,,,
150,151,Air Canada Responds to Transpo,https://www.newswire.ca/news-releases/air-canada-responds-to-transport-canada-s-closure-of-canadian-airspace-to-the-boeing-737-max-aircraft-814591177.html,,,
151,152,Air Canada Proudly Showcases C,https://www.newswire.ca/news-releases/air-canada-proudly-showcases-contributions-and-achievements-of-women-employees-on-international-women-s-day-800071405.html,,,
152,153,Air Canada For Business Custom,https://www.newswire.ca/news-releases/air-canada-for-business-customers-to-enjoy-more-member-benefits-with-access-to-wework-s-global-network-of-workspace-840698271.html,,,
153,154,Air Canada Named One of Canada,https://www.newswire.ca/news-releases/air-canada-named-one-of-canada-s-best-diversity-employers-for-fourth-consecutive-year-864529049.html,,,
154,155,Media Advisory - Air Canada Se,https://www.newswire.ca/news-releases/media-advisory-air-canada-senior-vice-president-finance-amos-kazzaz-will-present-at-the-j-p-morgan-2019-aviation-transportation-and-industrials-conference-844544323.html,,,
155,156,Air Canada Renews Strategic Pa,https://www.newswire.ca/news-releases/air-canada-renews-strategic-partnership-with-american-express-for-its-participation-in-air-canada-s-new-loyalty-program-852643735.html,,,
156,157,Air Canada Increases Key Finan,https://www.newswire.ca/news-releases/air-canada-increases-key-financial-targets-for-2019-2021-899855589.html,,,
157,158,Kia Ora! Air Canada to Launch ,https://www.newswire.ca/news-releases/kia-ora-air-canada-to-launch-seasonal-flights-to-auckland-new-zealand-from-vancouver-850339413.html,,,
158,159,Bienvenido! Air Canada to Laun,https://www.newswire.ca/news-releases/bienvenido-air-canada-to-launch-service-to-quito-from-toronto-890676117.html,,,
159,160,Air Canada to Introduce Dreaml,https://www.newswire.ca/news-releases/air-canada-to-introduce-dreamliner-service-on-flights-between-toronto-and-honolulu-868848167.html,,,
160,161,Bem vindo! Air Canada Introduc,https://www.newswire.ca/news-releases/bem-vindo-air-canada-introduces-non-stop-montreal-sao-paulo-brazil-flights-866547571.html,,,
161,162,Air Canada to Launch Seasonal ,https://www.newswire.ca/news-releases/air-canada-to-launch-seasonal-flights-between-calgary-and-london-ontario-800786953.html,,,
162,163,Air Canada Flight departs Port,https://www.newswire.ca/news-releases/air-canada-flight-departs-port-au-prince-haiti-today-with-209-customers-onboard-819924930.html,,,
