,Titr,URL
368,Air Canada Comments ,https://www.newswire.ca/news-releases/air-canada-comments-on-proposed-transportation-modernization-act-622586574.html
369,Air Canada Working w,https://www.newswire.ca/news-releases/air-canada-working-with-canadian-red-cross-to-help-flooded-communities-in-quebec-and-across-canada-air-canada-foundation-to-make-50000-donation-to-flood-relief-appeals-622124623.html
370,Air Canada To Offer ,https://www.newswire.ca/news-releases/air-canada-to-offer-high-speed-internet-on-air-canada-rouge-622089193.html
371,Air Canada to Launch,https://www.newswire.ca/news-releases/air-canada-to-launch-its-own-loyalty-program-in-2020-621967683.html
372,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-election-of-directors-621663373.html
373,Air Canada Reports F,https://www.newswire.ca/news-releases/air-canada-reports-first-quarter-2017-results-621421703.html
374,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-montreal---lima-service-its-first-non-stop-south-american-flights-from-montreal-621151863.html
375,Air Canada Adds Six ,https://www.newswire.ca/news-releases/air-canada-adds-six-new-routes-to-australia-south-america-caribbean-and-usa-621149553.html
376,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-first-quarter-2017-results-620095743.html
377,Air Canada to Operat,https://www.newswire.ca/news-releases/air-canada-to-operate-biofuel-flights-in-support-of-environmental-research-on-contrails-and-emissions-620073143.html
378,Air Canada Named One,https://www.newswire.ca/news-releases/air-canada-named-one-of-montreals-top-employers-for-the-fourth-consecutive-year-619986523.html
379,Air Canada Proudly S,https://www.newswire.ca/news-releases/air-canada-proudly-supports-vimy-flight-flypast-commemorating-the-battle-of-vimy-ridge-618720143.html
380,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-board-chairman-david-i-richardson-retirement-appointment-of-vagn-sorensen-as-incoming-chairman-618682403.html
381,More than $1.1 milli,https://www.newswire.ca/news-releases/more-than-11-million-raised-at-second-annual-wanderluxe-event-presented-by-air-canada-in-collaboration-with-td-bank-group-618672903.html
382,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-departure-of-klaus-goersch-618017383.html
383,Air Canada Named one,https://www.newswire.ca/news-releases/air-canada-named-one-of-canadas-top-diversity-employers-for-the-second-consecutive-year-617325383.html
384,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-renewal-of-shareholder-rights-plan-617047994.html
385,Air Canada Comments ,https://www.newswire.ca/news-releases/air-canada-comments-on-federal-budget-616879574.html
386,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-desjardins-industrials-telecom--consumer-conference-616823874.html
387,Air Canada Adds Dail,https://www.newswire.ca/news-releases/air-canada-adds-daily-montreal-washington-dulles-iad-flights-to-growing-transborder-network-616225114.html
388,Air Canada Adds Dail,https://www.newswire.ca/news-releases/air-canada-adds-daily-vancouver-boston-flights-to-growing-transborder-network-for-summer-2017-616225474.html
389,The Sky's the Limit ,https://www.newswire.ca/news-releases/the-skys-the-limit---air-canada-salutes-its-women-employees-on-international-womens-day-615696733.html
390,Media advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-president-and-chief-executive-officer-calin-rovinescu-to-present-at-the-jp-morgan-aviation-transportation--industrials-conference-615602073.html
391,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-cibc-industrials-conference-615322083.html
392,Air Canada Reports 2,https://www.newswire.ca/news-releases/air-canada-reports-2016-annual-results-614045054.html
393,Air Canada Inaugurat,https://www.newswire.ca/news-releases/air-canada-inaugurates-first-montreal-shanghai-non-stop-flights-613959113.html
394,Air Canada Increases,https://www.newswire.ca/news-releases/air-canada-increases-israel-service-with-a-new-non-stop-route-from-montreal-and-daily-flights-from-toronto-613567703.html
395,Air Canada Unveils N,https://www.newswire.ca/news-releases/air-canada-unveils-new-livery-inspired-by-canada-613305993.html
396,/R E P E A T -- Medi,https://www.newswire.ca/news-releases/r-e-p-e-a-t----media-advisory---air-canada-invites-media-to-meet-the-top-canadian-talents-helping-to-shape-the-future-of-canadas-flag-carrier-613259583.html
397,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-invites-media-to-meet-the-top-canadian-talents-helping-to-shape-the-future-of-canadas-flag-carrier-613028963.html
398,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-unveil-the-future-of-canadas-flag-carrier-at-events-in-toronto-montreal-and-vancouver-612679643.html
399,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-fourth-quarter-and-full-year-2016-results-612545133.html
400,Air Canada Adds Icel,https://www.newswire.ca/news-releases/air-canada-adds-iceland-to-growing-international-network-for-summer-2017-612391783.html
401,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-host-2017-investor-day-on-september-19-in-toronto-611965355.html
402,Air Canada Receives ,https://www.newswire.ca/news-releases/air-canada-receives-award-for-best-corporate-sustainability-report---transportation-from-the-finance-and-sustainability-initiative-611907515.html
403,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-altacorp-capital-5th-annual-institutional-investor-conference-610268695.html
404,Air Canada Stock Out,https://www.newswire.ca/news-releases/air-canada-stock-outperforms-all-north-american-airline-peers-in-2016-609563155.html
405,Air Canada and Catha,https://www.newswire.ca/news-releases/air-canada-and-cathay-pacific-to-introduce-codeshare-services-and-reciprocal-mileage-accrual-and-redemption-benefits-in-strategic-cooperation-607943726.html
406,Air Canada Gives its,https://www.newswire.ca/news-releases/air-canada-gives-its-customers-a-chance-to-pay-it-forward-with-free-flight-607936916.html
407,Air Canada Inaugurat,https://www.newswire.ca/news-releases/air-canada-inaugurates-twice-weekly-non-stop-service-between-montreal-and-san-jose-costa-rica-607916076.html
408,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-appointment-of-lucie-guillemette-as-chief-commercial-officer-607646666.html
409,Air Canada Inaugurat,https://www.newswire.ca/news-releases/air-canada-inaugurates-year-round-service-between-toronto-and-port-of-spain-trinidad-607600966.html
410,Air Canada Launches ,https://www.newswire.ca/news-releases/air-canada-launches-new-non-stop-service-between-montreal-and-san-juan-puerto-rico-607202626.html
411,Air Canada Offers Wi,https://www.newswire.ca/news-releases/air-canada-offers-winter-traveltips-606782696.html
412,Air Canada and Virgi,https://www.newswire.ca/news-releases/air-canada-and-virgin-australia-to-introduce-codeshare-services-and-reciprocal-frequent-flyer-benefits-in-strategic-cooperation-606563026.html
413,Andre De Grasse Vote,https://www.newswire.ca/news-releases/andre-de-grasse-voted-air-canada-athlete-of-the-year-605432706.html
414,Dallas Fort Worth In,https://www.newswire.ca/news-releases/dallas-fort-worth-international-airport-says-bonjour-to-montreal-with-new-air-canada-service-605267396.html
415,Air Canada Spices up,https://www.newswire.ca/news-releases/air-canada-spices-up-its-us-schedule-with-six-new-transborder-routes-for-2017-605224186.html
416,Make Your Miles Coun,https://www.newswire.ca/news-releases/make-your-miles-count-donate-your-aeroplan-miles-to-the-air-canada-foundation-to-help-children-across-canada-605047506.html
417,Air Canada Inaugurat,https://www.newswire.ca/news-releases/air-canada-inaugurates-new-international-maple-leaf-lounge-at-montreal-trudeau-airport-showcasing-canadian-and-quebec-design-and-artwork-604037176.html
418,/R E P E A T -- Medi,https://www.newswire.ca/news-releases/r-e-p-e-a-t----media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-credit-suisse-4th-annual-industrials-conference-603979186.html
419,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-credit-suisse-4th-annual-industrials-conference-603620826.html
420,Air Canada Launches ,https://www.newswire.ca/news-releases/air-canada-launches-altitude-skyriders-kids-club-makes-flying-an-adventure-for-children-aged-2-12-602650145.html
421,Canadians Invited to,https://www.newswire.ca/news-releases/canadians-invited-to-select-the-winner-of-the-air-canada-athlete-of-the-year-award-2016-602247845.html
422,Air Canada to launch,https://www.newswire.ca/news-releases/air-canada-to-launch-vancouver-frankfurt-and-vancouver-london-gatwick-flights-for-summer-2017-600534171.html
423,Air Canada Named One,https://www.newswire.ca/news-releases/air-canada-named-one-of-canadas-top-100-employers-for-fourth-consecutive-year-600294981.html
424,/R E P E A T -- Medi,https://www.newswire.ca/news-releases/r-e-p-e-a-t----media-advisory---air-canada-to-present-third-quarter-2016-results-600226161.html
425,Air Canada Reports R,https://www.newswire.ca/news-releases/air-canada-reports-record-third-quarter-2016-results-600226181.html
426,Air Canada enRoute F,https://www.newswire.ca/news-releases/air-canada-enroute-film-festival-reveals-10th-anniversary-festival-finalists-599665421.html
427,Air Canada President,https://www.newswire.ca/news-releases/air-canada-president-and-chief-executive-officer-calin-rovinescu-named-canadas-outstanding-ceo-of-the-year-for-2016-599502451.html
428,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-third-quarter-2016-results-598402111.html
429,Air Canada Inaugurat,https://www.newswire.ca/news-releases/air-canada-inaugurates-the-only-non-stop-flights-from-vancouver-to-india-ab-delhi-door-nahin-597832601.html
430,Air Canada Notifies ,https://www.newswire.ca/news-releases/air-canada-notifies-customers-of-ban-on-samsung-galaxy-note-7-597183171.html
431,Air Canada's Newest ,https://www.newswire.ca/news-releases/air-canadas-newest-maple-leaf-lounge-opens-at-newark-airport-597081371.html
432,Air Canada Completes,https://www.newswire.ca/news-releases/air-canada-completes-c125-billion-refinancing-596157221.html
433,Air Canada Adds Non-,https://www.newswire.ca/news-releases/air-canada-adds-non-stop-montreal-algiers-and-montreal-marseille-flights-starting-in-summer-2017-595069011.html
434,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-toronto-mumbai-787-dreamliner-service-595068451.html
435,Air Canada Circles t,https://www.newswire.ca/news-releases/air-canada-circles-the-world-adding-six-new-destinations-to-its-expanding-international-network-595068141.html
436,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-pricing-of-c125-billion-refinancing-594790041.html
437,Air Canada to Launch,https://www.newswire.ca/news-releases/air-canada-to-launch-non-stop-montreal-shanghai-flights-594553531.html
438,/R E P E A T -- Medi,https://www.newswire.ca/news-releases/r-e-p-e-a-t----media-advisory---air-canada-to-make-major-montreal-announcement-594546081.html
439,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-make-major-montreal-announcement-594457141.html
440,Air Canada Begins Co,https://www.newswire.ca/news-releases/air-canada-begins-construction-on-a-new-hangar-at-its-toronto-pearson-global-hub-594425131.html
441,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-ground-breaking-event-marks-start-of-construction-of-new-90-million-hangar-project-at-toronto-pearson-594168931.html
442,Air Canada Supports ,https://www.newswire.ca/news-releases/air-canada-supports-six-degrees-inaugural-conference-in-toronto-594147481.html
443,Air Canada Soars wit,https://www.newswire.ca/news-releases/air-canada-soars-with-hockeys-greatest-players-as-the-official-airline-of-the-world-cup-of-hockey-593728201.html
444,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-cibc-15th-annual-eastern-institutional-investor-conference-593571821.html
445,Air Canada to Launch,https://www.newswire.ca/news-releases/air-canada-to-launch-non-stop-flights-from-vancouver-to-dallas-fort-worth-592581861.html
446,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-conditional-notices-of-redemption-for-all-of-its-outstanding-6750-senior-secured-notes-due-2019-7625-senior-secured-notes-due-2019-and-8750-senior-second-lien-notes-due-2020-subject-to-592485161.html
447,Air Canada Proudly B,https://www.newswire.ca/news-releases/air-canada-proudly-brings-canadas-olympic-athletes-home-590939371.html
448,Air Canada Fastest G,https://www.newswire.ca/news-releases/air-canada-fastest-growing-brand-among-canadas-largest-corporations-only-airline-among-canadas-top-50-brands-588919681.html
449,OTC Markets Group We,https://www.newswire.ca/news-releases/otc-markets-group-welcomes-air-canada-to-otcqx-588636791.html
450,Air Canada Reports S,https://www.newswire.ca/news-releases/air-canada-reports-second-quarter-2016-results-588633261.html
451,Air Canada to Commen,https://www.newswire.ca/news-releases/air-canada-to-commence-trading-on-the-otcqx-market-in-the-united-states-588524651.html
452,Air Canada Signs Agr,https://www.newswire.ca/news-releases/air-canada-signs-agreements-with-partners-to-help-establish-centre-of-excellence-for-aircraft-maintenance-in-manitoba-587772861.html
453,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-second-quarter-2016-results-587276741.html
454,"Over $1,000,000 Rais",https://www.newswire.ca/news-releases/over-1000000-raised-by-air-canada-foundation-destined-to-help-canadian-childrens-charities-586494421.html
455,Air Canada Rouge Rin,https://www.newswire.ca/news-releases/air-canada-rouge-rings-in-third-birthday-585015131.html
456,Air Canada enRoute F,https://www.newswire.ca/news-releases/air-canada-enroute-film-festival-celebrates-10th-anniversary-with-coast-to-coast-events-finalists-to-be-announced-at-vancouver-screening-event-584686811.html
457,Air Canada and Bomba,https://www.newswire.ca/news-releases/air-canada-and-bombardier-finalize-landmark-c-series-order-for-up-to-75-aircraft---agreement-includes-firm-order-for-45-cs300-and-options-for-an-additional-30-584684531.html
458,Air Canada's 2015 Co,https://www.newswire.ca/news-releases/air-canadas-2015-corporate-sustainability-report-demonstrates-market-leadership-584133191.html
459,Air Canada Resumes t,https://www.newswire.ca/news-releases/air-canada-resumes-the-only-non-stop-flights-between-abbotsford-and-toronto-584109581.html
460,Air Canada Welcomes ,https://www.newswire.ca/news-releases/air-canada-welcomes-modernization-of-air-canada-public-participation-act-584100851.html
461,Air Canada 2016 Summ,https://www.newswire.ca/news-releases/air-canada-2016-summer-traveltips-583764291.html
462,Air Canada Launches ,https://www.newswire.ca/news-releases/air-canada-launches-10-new-international-routes-in-one-month---toronto-seoul-inaugural-extends-recent-global-expansion-to-four-continents-583441151.html
463,Air Canada Expands 7,https://www.newswire.ca/news-releases/air-canada-expands-787-dreamliner-service-to-vancouver-newark-featuring-business-class---transcontinental-583426411.html
464,Air Canada Launches ,https://www.newswire.ca/news-releases/air-canada-launches-montreal-lyon-non-stop-service-583387101.html
465,Air Canada Inaugurat,https://www.newswire.ca/news-releases/air-canada-inaugurates-toronto-warsaw-service-583083751.html
466,Air Canada Recognize,https://www.newswire.ca/news-releases/air-canada-recognized-for-workplace-engagement-582927941.html
467,Long term Labour Agr,https://www.newswire.ca/news-releases/long-term-labour-agreements-in-place-with-all-air-canada-unions-in-canada-582925951.html
468,Air Canada Inaugurat,https://www.newswire.ca/news-releases/air-canada-inaugurates-toronto-glasgow-service---new-route-extends-air-canada-rouges-summer-european-expansion-582917721.html
469,Air Canada Inaugurat,https://www.newswire.ca/news-releases/air-canada-inaugurates-toronto-budapest-service---new-route-extends-air-canada-rouges-summer-expansion-in-central-europe-582564801.html
470,Céad mile fáilte! Ai,https://www.newswire.ca/news-releases/cead-mile-failte-air-canada-inaugurates-new-non-stop-vancouver---dublin-flights-582535191.html
471,Air Canada Resumes F,https://www.newswire.ca/news-releases/air-canada-resumes-fort-mcmurray-flights-from-toronto-calgary-edmonton-vancouver-582487731.html
472,Air Canada Cargo and,https://www.newswire.ca/news-releases/air-canada-cargo-and-cargojet-successfully-launch-first-freighter-flight-to-south-america-582464411.html
473,Air Canada's Support,https://www.newswire.ca/news-releases/air-canadas-support-of-bilingualism-shows-positive-results---commissioner-of-official-languages-report-tells-only-part-of-the-story-582110111.html
474,Air Canada Customers,https://www.newswire.ca/news-releases/air-canada-customers-highly-satisfied-with-bilingual-service-delivery-581973451.html
475,Air Canada's New Ser,https://www.newswire.ca/news-releases/air-canadas-new-service-from-montreal-to-casablanca-takes-off-581856731.html
476,G'Day Brisbane; Air ,https://www.newswire.ca/news-releases/gday-brisbane-air-canada-inaugurates-the-only-non-stop-flights-from-vancouver-581710691.html
477,Air Canada Launches ,https://www.newswire.ca/news-releases/air-canada-launches-test-drive-canada-581672451.html
478,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-2016-quebec-annual-conference---hosted-by-national-bank-financial-markets-581315441.html
479,Air Canada Inaugurat,https://www.newswire.ca/news-releases/air-canada-inaugurates-toronto-prague-service-581281911.html
480,Air Canada Flies 300,https://www.newswire.ca/news-releases/air-canada-flies-300-firefighters-from-johannesburg-south-africa-to-assist-with-alberta-wild-fire-581253461.html
481,Air Canada Inaugurat,https://www.newswire.ca/news-releases/air-canada-inaugurates-toronto-to-london-gatwick-service-580232861.html
482,Air Canada Renews No,https://www.newswire.ca/news-releases/air-canada-renews-normal-course-issuer-bid-580167161.html
483,/R E P E A T -- The ,https://www.newswire.ca/news-releases/r-e-p-e-a-t----the-2016-air-canada-enroute-film-festival-seeks-soaring-talent-as-festival-marks-10th-anniversary---call-for-entries-579641371.html
484,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-election-of-directors-579044291.html
485,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-bank-of-america-merrill-lynch-2016-transportation-conference-579017871.html
486,Air Canada and Bioje,https://www.newswire.ca/news-releases/air-canada-and-biojet-supply-chain-initiative-choose-montreal-trudeau-airport-for-aviation-biofuel-project-578797441.html
487,Air Canada and Avian,https://www.newswire.ca/news-releases/air-canada-and-avianca-brasil-announce-codeshare-agreement-578106941.html
488,Air Canada Reports F,https://www.newswire.ca/news-releases/air-canada-reports-first-quarter-2016-results-577549221.html
489,Air Canada to Launch,https://www.newswire.ca/news-releases/air-canada-to-launch-non-stop-flights-from-vancouver-to-delhi-577240291.html
490,Air Canada Marks Ear,https://www.newswire.ca/news-releases/air-canada-marks-earth-day-with-employee-community-events-576761271.html
491,Air Canada Confirms ,https://www.newswire.ca/news-releases/air-canada-confirms-incident-involving-air-canada-express-flight-ac7804-576542171.html
492,Air Canada rouge Gea,https://www.newswire.ca/news-releases/air-canada-rouge-gears-up-for-winter-2016-2017-with-new-non-stop-flights-montreal-to-puerto-vallarta-mexico-and-san-jose-costa-rica-toronto-to-palm-springs-ca-and-port-of-spain-trinidad-and-tobago-576358291.html
493,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-first-quarter-2016-results-575543411.html
494,Air Canada Cargo to ,https://www.newswire.ca/news-releases/air-canada-cargo-to-introduce-dedicated-freighter-service-to-latin-america-and-europe-in-a-commercial-arrangement-with-cargojet-575523081.html
495,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-nomination-of-kathleen-taylor-to-its-board-of-directors-575071701.html
496,The 2016 Air Canada ,https://www.newswire.ca/news-releases/the-2016-air-canada-enroute-film-festival-seeks-soaring-talent-as-festival-marks-10th-anniversary---call-for-entries-574783661.html
497,Travel Advisory - Ai,https://www.newswire.ca/news-releases/travel-advisory---air-canada-resumes-full-brussels-flight-schedule-on-thursday-april-7th-574645221.html
498,Air Canada Partners ,https://www.newswire.ca/news-releases/air-canada-partners-in-biojet-supply-chain-initiative-to-introduce-sustainable-aviation-biofuel-to-a-canadian-airport-574592251.html
499,Air Canada Cargo Rec,https://www.newswire.ca/news-releases/air-canada-cargo-receives-top-industry-award-574104911.html
500,Air Canada Executive,https://www.newswire.ca/news-releases/air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-desjardins-capital-markets-industrial--transportation-conference-573965481.html
501,Air Canada Comments ,https://www.newswire.ca/news-releases/air-canada-comments-on-bill-to-amend-the-air-canada-public-participation-act-573398931.html
502,UATP Announces the O,https://www.newswire.ca/news-releases/uatp-announces-the-official-launch-of-the-air-canada-program-573283491.html
503,Air Canada to Offer ,https://www.newswire.ca/news-releases/air-canada-to-offer-in-flight-wi-fi-aboard-international-flights-572908581.html
504,Air Canada completes,https://www.newswire.ca/news-releases/air-canada-completes-purchase-of-original-allotment-of-10-million-shares-under-normal-course-issuer-bid---board-of-directors-approves-up-to-5-million-additional-shares-to-be-repurchased-for-cancellation-by-may-27-572320741.html
505,Air Canada Partners ,https://www.newswire.ca/news-releases/air-canada-partners-with-manitoba-government-to-help-establish-centre-of-excellence-for-maintenance-in-province-572019151.html
506,/R E P E A T -- Medi,https://www.newswire.ca/news-releases/r-e-p-e-a-t----media-advisory---air-canada-president-and-chief-executive-officer-calin-rovinescu-to-present-at-the-jp-morgan-aviation-transportation--industrials-conference-571396281.html
507,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-president-and-chief-executive-officer-calin-rovinescu-to-present-at-the-jp-morgan-aviation-transportation--industrials-conference-570789271.html
508,Air Canada Increases,https://www.newswire.ca/news-releases/air-canada-increases-capacity-between-happy-valley-goose-bay-and-halifax-and-happy-valley-goose-bay-and-st-johns-by-48-for-summer-2016-570470421.html
509,Air Canada Named one,https://www.newswire.ca/news-releases/air-canada-named-one-of-canadas-best-diversity-employers-569951311.html
510,Air Canada C Series ,https://www.newswire.ca/news-releases/air-canada-c-series-airframe-heavy-maintenance-to-be-performed-in-quebec-569107481.html
511,/R E P E A T -- Medi,https://www.newswire.ca/news-releases/r-e-p-e-a-t----media-advisory---air-canada-to-present-fourth-quarter-and-full-year-2015-results-569090631.html
512,Air Canada to Purcha,https://www.newswire.ca/news-releases/air-canada-to-purchase-bombardier-c-series-as-part-of-its-fleet-renewal-program-569082211.html
513,Air Canada Reports R,https://www.newswire.ca/news-releases/air-canada-reports-record-full-year-2015-results-569082121.html
514,Air Canada rouge Cel,https://www.newswire.ca/news-releases/air-canada-rouge-celebrates-start-of-seasonal-vancouver-cancun-flights-today-568864551.html
515,Air Canada Confirms ,https://www.newswire.ca/news-releases/air-canada-confirms-ratification-of-new-12-year-agreement-with-flight-dispatchers-568590111.html
516,Air Canada Named One,https://www.newswire.ca/news-releases/air-canada-named-one-of-montreals-top-employers-for-the-third-consecutive-year-567678821.html
517,Air Canada Reports R,https://www.newswire.ca/news-releases/air-canada-reports-record-january-traffic-567574871.html
518,Air Canada launches ,https://www.newswire.ca/news-releases/air-canada-launches-the-only-twice-daily-non-stop-flights-between-hamilton-ontario-and-montreal-567509231.html
519,Air Canada and CALDA,https://www.newswire.ca/news-releases/air-canada-and-calda-reach-new-agreement-for-flight-dispatchers-on-contract-terms-for-12-years-567194521.html
520,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-fourth-quarter-and-full-year-2015-results-566575421.html
521,Air Canada Welcomes ,https://www.newswire.ca/news-releases/air-canada-welcomes-new-agreement-with-its-technical-maintenance-airport-ramp-and-cargo-personnel-566271771.html
522,Air Canada Offers Ne,https://www.newswire.ca/news-releases/air-canada-offers-new-business-class-check-in-within-a-lounge-setting-at-toronto-pearson-566042111.html
523,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-altacorp-capital--atb-corporate-financial-services-institutional-investor-conference-564651581.html
524,Air Canada Reports D,https://www.newswire.ca/news-releases/air-canada-reports-december-and-full-year-load-factor-564495821.html
525,Air Canada to Airlif,https://www.newswire.ca/news-releases/air-canada-to-airlift-almost-1500-syrian-refugees-to-canada-564486451.html
526,Air Canada provides ,https://www.newswire.ca/news-releases/air-canada-provides-statement-on-flight-ac088-563888321.html
527,Air Canada provides ,https://www.newswire.ca/news-releases/air-canada-provides-update-on-flight-ac088-563880851.html
528,Air Canada confirms ,https://www.newswire.ca/news-releases/air-canada-confirms-incident-563870271.html
529,Air Canada Boosts Br,https://www.newswire.ca/news-releases/air-canada-boosts-brisbane-non-stop-flights-to-daily-563076781.html
530,/R E P E A T -- Air ,https://www.newswire.ca/news-releases/r-e-p-e-a-t----air-canada-and-iamaw-reach-new-10-year-agreement-subject-to-ratification-on-contract-terms-563022451.html
531,Air Canada and IAMAW,https://www.newswire.ca/news-releases/air-canada-and-iamaw-reach-new-10-year-agreement-subject-to-ratification-on-contract-terms-563008571.html
532,Air Canada Offers Wi,https://www.newswire.ca/news-releases/air-canada-offers-winter-travel-tips-562914621.html
533,/R E P E A T -- The ,https://www.newswire.ca/news-releases/r-e-p-e-a-t----the-air-canada-foundation-and-the-pk-subban-foundation-team-up-to-spread-joy-this-holiday-season-to-sick-children-562604471.html
534,The Air Canada Found,https://www.newswire.ca/news-releases/the-air-canada-foundation-and-the-pk-subban-foundation-team-up-to-spread-joy-this-holiday-season-to-sick-children-562513901.html
535,Air Canada Names Cra,https://www.newswire.ca/news-releases/air-canada-names-craig-landry-president-of-the-air-canada-leisure-group-562492111.html
536,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-closing-of-us537092000-private-offering-of-enhanced-equipment-trust-certificates-561812221.html
537,Mark de Jonge Voted ,https://www.newswire.ca/news-releases/mark-de-jonge-voted-air-canada-athlete-of-the-year-561545431.html
538,Air Canada Reports R,https://www.newswire.ca/news-releases/air-canada-reports-record-november-load-factor-560490831.html
539,Air Canada announces,https://www.newswire.ca/news-releases/air-canada-announces-first-air-canada-rouge-service-between-toronto-and-charlottetown-during-summer-travel-season-560403951.html
540,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-pricing-of-private-offering-of-enhanced-equipment-trust-certificates-559683631.html
541,Air Canada Launches ,https://www.newswire.ca/news-releases/air-canada-launches-private-offering-of-enhanced-equipment-trust-certificates-559493211.html
542,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-credit-suisse-3rd-annual-global-industrials-conference-554743091.html
543,Air Canada Adds Seas,https://www.newswire.ca/news-releases/air-canada-adds-seasonal-vancouver-dublin-flights-for-summer-2016-553683471.html
544,Air Canada Invites C,https://www.newswire.ca/news-releases/air-canada-invites-canadians-to-select-the-winner-of-the-air-canada-athlete-of-the-year-award-2015-553583281.html
545,Air Canada Unveils E,https://www.newswire.ca/news-releases/air-canada-unveils-expansion-from-montreal-to-three-us-destinations-551715161.html
546,Air Canada Unveils M,https://www.newswire.ca/news-releases/air-canada-unveils-major-expansion-to-12-us-destinations-551714151.html
547,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-invites-media-to-an-event-with-toronto-mayor-john-tory-and-an-opportunity-to-tour-its-newest-787-9-dreamliner-551523211.html
548,Air Canada Welcomes ,https://www.newswire.ca/news-releases/air-canada-welcomes-landmark-agreement-with-its-flight-attendants-551205531.html
549,Air Canada Named One,https://www.newswire.ca/news-releases/air-canada-named-one-of-canadas-top-100-employers-for-third-consecutive-year-544984642.html
550,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-senior-vice-president-financial-planning-and-analysis-amos-kazzaz-to-present-at-the-scotiabank-transportation--aerospace-conference-2015-543754562.html
551,Air Canada Reports T,https://www.newswire.ca/news-releases/air-canada-reports-third-quarter-2015-results-540720311.html
552,Air Canada Reports O,https://www.newswire.ca/news-releases/air-canada-reports-october-traffic-results-540464921.html
553,Air Canada Welcomes ,https://www.newswire.ca/news-releases/air-canada-welcomes-appointment-of-marc-garneau-as-minister-of-transport-540462851.html
554,/R E P E A T -- Medi,https://www.newswire.ca/news-releases/r-e-p-e-a-t----media-advisory---air-canada-to-present-third-quarter-2015-results-540052011.html
555,/R E P E A T -- Air ,https://www.newswire.ca/news-releases/r-e-p-e-a-t----air-canada-inaugurates-non-stop-787-dreamliner-service-to-dubai-540047281.html
556,Air Canada Inaugurat,https://www.newswire.ca/news-releases/air-canada-inaugurates-non-stop-787-dreamliner-service-to-dubai-540020351.html
